,close,open,high,low,Volume BTC,NewDateTime,NewDate,returns,log_returns,Year,Week,SOPR
44,6948.49,6983.27,6983.27,6941.27,1049.68,2020-01-02 20:00:00,2020/1/2,0.9950195252367443,-0.004992918662567899,2020,1,0.9968015412451849
45,6977.73,6948.49,6985.0,6946.2,607.34,2020-01-02 21:00:00,2020/1/2,1.004208108524298,0.004199279196800643,2020,1,0.9968015412451849
46,6974.8,6977.73,6978.24,6963.02,521.92,2020-01-02 22:00:00,2020/1/2,0.9995800926662397,-0.0004199955195321994,2020,1,0.9968015412451849
47,6965.71,6974.8,6974.8,6950.0,701.16,2020-01-02 23:00:00,2020/1/2,0.998696736823995,-0.0013041131620419374,2020,1,0.9968015412451849
48,6937.0,6965.71,6966.47,6912.88,1027.22,2020-01-03 00:00:00,2020/1/3,0.9958783813853864,-0.004130135895995415,2020,1,1.00108113904233
49,6888.85,6937.0,6946.07,6878.19,2012.07,2020-01-03 01:00:00,2020/1/3,0.993058959204267,-0.006965241871516339,2020,1,1.00108113904233
50,6956.88,6888.85,6966.8,6871.04,2614.16,2020-01-03 02:00:00,2020/1/3,1.0098753783287486,0.009826935446949892,2020,1,1.00108113904233
51,6952.04,6956.88,6966.36,6940.0,1195.9,2020-01-03 03:00:00,2020/1/3,0.9993042858292798,-0.0006959562921286098,2020,1,1.00108113904233
52,7210.19,6952.04,7264.71,6948.64,8412.13,2020-01-03 04:00:00,2020/1/3,1.0371329854258606,0.03646016155166131,2020,1,1.00108113904233
53,7220.47,7210.19,7249.0,7168.48,3255.53,2020-01-03 05:00:00,2020/1/3,1.0014257599314305,0.0014247445007983734,2020,1,1.00108113904233
54,7202.22,7220.47,7225.0,7190.14,1916.31,2020-01-03 06:00:00,2020/1/3,0.9974724637038863,-0.00253073590853925,2020,1,1.00108113904233
55,7203.21,7202.22,7232.0,7185.04,2013.23,2020-01-03 07:00:00,2020/1/3,1.0001374576172346,0.0001374481708019825,2020,1,1.00108113904233
56,7260.6,7203.21,7297.29,7202.28,3535.29,2020-01-03 08:00:00,2020/1/3,1.0079672812537743,0.007935710048733164,2020,1,1.00108113904233
57,7348.42,7260.6,7358.88,7256.56,4897.76,2020-01-03 09:00:00,2020/1/3,1.0120954191113682,0.012022854079926617,2020,1,1.00108113904233
58,7312.25,7348.42,7371.92,7281.3,3551.5,2020-01-03 10:00:00,2020/1/3,0.995077853470542,-0.004934300190488618,2020,1,1.00108113904233
59,7340.46,7312.25,7346.0,7306.61,1653.02,2020-01-03 11:00:00,2020/1/3,1.0038579096721256,0.0038504870230879396,2020,1,1.00108113904233
60,7322.78,7340.46,7350.19,7303.14,1561.25,2020-01-03 12:00:00,2020/1/3,0.9975914315996545,-0.002411473667175233,2020,1,1.00108113904233
61,7348.87,7322.78,7380.0,7311.59,1718.77,2020-01-03 13:00:00,2020/1/3,1.0035628545443125,0.00355652261343606,2020,1,1.00108113904233
62,7254.73,7348.87,7362.31,7229.3,4107.5,2020-01-03 14:00:00,2020/1/3,0.9871898672857187,-0.012892889978383271,2020,1,1.00108113904233
63,7320.18,7254.73,7322.44,7252.48,2144.33,2020-01-03 15:00:00,2020/1/3,1.0090217003251674,0.008981247904493525,2020,1,1.00108113904233
64,7386.03,7320.18,7405.0,7293.1,5309.39,2020-01-03 16:00:00,2020/1/3,1.0089956804340876,0.008955460325725095,2020,1,1.00108113904233
65,7355.26,7386.03,7403.2,7335.21,2003.19,2020-01-03 17:00:00,2020/1/3,0.9958340272108291,-0.004174674629974459,2020,1,1.00108113904233
66,7342.96,7355.26,7369.47,7330.32,1338.24,2020-01-03 18:00:00,2020/1/3,0.9983277273678972,-0.0016736724407729851,2020,1,1.00108113904233
67,7343.08,7342.96,7352.33,7280.0,2063.76,2020-01-03 19:00:00,2020/1/3,1.0000163421835335,1.6342050001497714e-05,2020,1,1.00108113904233
68,7316.99,7343.08,7361.0,7297.01,1433.34,2020-01-03 20:00:00,2020/1/3,0.9964469949939262,-0.0035593319191753285,2020,1,1.00108113904233
69,7283.0,7316.99,7335.0,7262.68,1118.19,2020-01-03 21:00:00,2020/1/3,0.9953546471978232,-0.004656175984847411,2020,1,1.00108113904233
70,7300.56,7283.0,7320.54,7260.01,1271.08,2020-01-03 22:00:00,2020/1/3,1.00241109432926,0.002408192305094228,2020,1,1.00108113904233
71,7344.96,7300.56,7346.08,7291.75,1579.57,2020-01-03 23:00:00,2020/1/3,1.006081725237516,0.006063306188587357,2020,1,1.00108113904233
72,7302.24,7344.96,7350.0,7289.98,1125.48,2020-01-04 00:00:00,2020/1/4,0.9941837668278656,-0.005833213328668482,2020,1,0.996234140957328
73,7309.16,7302.24,7312.58,7280.85,754.96,2020-01-04 01:00:00,2020/1/4,1.0009476544183702,0.0009472056774003949,2020,1,0.996234140957328
74,7327.83,7309.16,7328.99,7296.18,825.34,2020-01-04 02:00:00,2020/1/4,1.0025543290884316,0.002551072334587382,2020,1,0.996234140957328
75,7333.11,7327.83,7339.69,7318.56,720.37,2020-01-04 03:00:00,2020/1/4,1.0007205407330684,0.0007202812682235489,2020,1,0.996234140957328
76,7334.86,7333.11,7338.46,7312.65,649.3,2020-01-04 04:00:00,2020/1/4,1.0002386436314197,0.00023861516055777174,2020,1,0.996234140957328
77,7344.69,7334.86,7369.28,7325.0,1236.94,2020-01-04 05:00:00,2020/1/4,1.0013401755452729,0.001339278311571121,2020,1,0.996234140957328
78,7354.96,7344.69,7367.88,7340.0,1076.73,2020-01-04 06:00:00,2020/1/4,1.0013982891041011,0.0013973124082545508,2020,1,0.996234140957328
79,7348.11,7354.96,7363.63,7327.32,1244.59,2020-01-04 07:00:00,2020/1/4,0.9990686557098882,-0.0009317782606767253,2020,1,0.996234140957328
80,7346.59,7348.11,7365.0,7330.0,1211.51,2020-01-04 08:00:00,2020/1/4,0.9997931440873913,-0.0002068773102438763,2020,1,0.996234140957328
81,7363.88,7346.59,7369.18,7339.28,1005.79,2020-01-04 09:00:00,2020/1/4,1.0023534728356966,0.00235070775601263,2020,1,0.996234140957328
82,7318.3,7363.88,7369.63,7304.36,1671.23,2020-01-04 10:00:00,2020/1/4,0.9938103282508678,-0.006208907182402429,2020,1,0.996234140957328
83,7336.45,7318.3,7339.27,7302.1,1427.29,2020-01-04 11:00:00,2020/1/4,1.0024800841725536,0.002477013839211123,2020,1,0.996234140957328
84,7312.89,7336.45,7339.58,7305.0,1074.36,2020-01-04 12:00:00,2020/1/4,0.9967886375563114,-0.003216529934149868,2020,1,0.996234140957328
85,7303.88,7312.89,7326.49,7291.0,1439.4,2020-01-04 13:00:00,2020/1/4,0.9987679289583188,-0.0012328306652112963,2020,1,0.996234140957328
86,7316.72,7303.88,7323.74,7296.44,819.08,2020-01-04 14:00:00,2020/1/4,1.0017579697366332,0.0017564263164283615,2020,1,0.996234140957328
87,7318.99,7316.72,7332.0,7305.0,824.23,2020-01-04 15:00:00,2020/1/4,1.0003102483079849,0.00031020019093046827,2020,1,0.996234140957328
88,7307.11,7318.99,7323.26,7297.91,993.81,2020-01-04 16:00:00,2020/1/4,0.9983768252176871,-0.0016244935577617548,2020,1,0.996234140957328
89,7351.99,7307.11,7352.0,7305.0,1150.97,2020-01-04 17:00:00,2020/1/4,1.0061419631016915,0.006123178124836282,2020,1,0.996234140957328
90,7306.92,7351.99,7404.0,7272.21,3677.43,2020-01-04 18:00:00,2020/1/4,0.9938696869827082,-0.006149180534850412,2020,1,0.996234140957328
91,7334.83,7306.92,7353.84,7283.01,1824.44,2020-01-04 19:00:00,2020/1/4,1.0038196668363688,0.0038123904320726118,2020,1,0.996234140957328
92,7341.06,7334.83,7352.64,7310.67,1333.95,2020-01-04 20:00:00,2020/1/4,1.0008493721054204,0.0008490115930586074,2020,1,0.996234140957328
93,7350.68,7341.06,7367.31,7330.72,794.14,2020-01-04 21:00:00,2020/1/4,1.001310437457261,0.0013095795834744842,2020,1,0.996234140957328
94,7350.24,7350.68,7359.7,7342.67,445.52,2020-01-04 22:00:00,2020/1/4,0.9999401415923425,-5.9860199243520906e-05,2020,1,0.996234140957328
95,7354.11,7350.24,7363.0,7328.9,494.37,2020-01-04 23:00:00,2020/1/4,1.00052651341997,0.0005263748604127051,2020,1,0.996234140957328
96,7373.48,7354.11,7393.0,7354.11,1337.79,2020-01-05 00:00:00,2020/1/5,1.002633901315047,0.0026304386758122383,2020,1,1.00182745230161
97,7459.18,7373.48,7481.87,7373.43,5736.3,2020-01-05 01:00:00,2020/1/5,1.0116227344483204,0.011555709313930095,2020,1,1.00182745230161
98,7443.79,7459.18,7482.87,7432.79,1865.56,2020-01-05 02:00:00,2020/1/5,0.9979367705297365,-0.0020653608603895426,2020,1,1.00182745230161
99,7475.99,7443.79,7478.0,7439.33,1321.4,2020-01-05 03:00:00,2020/1/5,1.0043257534132477,0.004316424236088921,2020,1,1.00182745230161
100,7457.14,7475.99,7495.0,7444.0,1735.0,2020-01-05 04:00:00,2020/1/5,0.9974785948081794,-0.00252458928728065,2020,1,1.00182745230161
101,7459.12,7457.14,7470.0,7444.0,883.27,2020-01-05 05:00:00,2020/1/5,1.00026551734311,0.00026548209961871014,2020,1,1.00182745230161
102,7457.5,7459.12,7481.25,7437.4,1084.64,2020-01-05 06:00:00,2020/1/5,0.99978281620352,-0.00021720738429599674,2020,1,1.00182745230161
103,7463.63,7457.5,7470.36,7442.0,831.2,2020-01-05 07:00:00,2020/1/5,1.0008219912839424,0.0008216536341244777,2020,1,1.00182745230161
104,7430.05,7463.63,7472.0,7410.0,1474.5,2020-01-05 08:00:00,2020/1/5,0.995500848782697,-0.004509302858764913,2020,1,1.00182745230161
105,7427.74,7430.05,7436.84,7400.0,1896.34,2020-01-05 09:00:00,2020/1/5,0.9996891003425279,-0.0003109479967899939,2020,1,1.00182745230161
106,7415.12,7427.74,7432.28,7403.21,948.88,2020-01-05 10:00:00,2020/1/5,0.9983009636847816,-0.0017004813143879358,2020,1,1.00182745230161
107,7422.33,7415.12,7440.0,7410.0,935.26,2020-01-05 11:00:00,2020/1/5,1.0009723376020887,0.0009718651880882813,2020,1,1.00182745230161
108,7457.01,7422.33,7460.46,7421.93,1010.84,2020-01-05 12:00:00,2020/1/5,1.0046723872422811,0.004661505523580932,2020,1,1.00182745230161
109,7431.15,7457.01,7458.0,7415.0,1228.22,2020-01-05 13:00:00,2020/1/5,0.9965321221240148,-0.003473904902495453,2020,1,1.00182745230161
110,7431.82,7431.15,7444.73,7425.0,750.5,2020-01-05 14:00:00,2020/1/5,1.0000901610114181,9.015694715842176e-05,2020,1,1.00182745230161
111,7468.42,7431.82,7476.31,7430.99,1719.67,2020-01-05 15:00:00,2020/1/5,1.0049247694373653,0.004912682427939277,2020,1,1.00182745230161
112,7461.38,7468.42,7484.0,7450.0,1632.46,2020-01-05 16:00:00,2020/1/5,0.9990573642082261,-0.0009430803522862505,2020,1,1.00182745230161
113,7464.65,7461.38,7470.76,7445.15,854.84,2020-01-05 17:00:00,2020/1/5,1.0004382567299883,0.0004381607235569133,2020,1,1.00182745230161
114,7438.72,7464.65,7468.87,7421.77,1122.97,2020-01-05 18:00:00,2020/1/5,0.9965262939320666,-0.0034797533933387014,2020,1,1.00182745230161
115,7444.14,7438.72,7449.69,7427.1,871.55,2020-01-05 19:00:00,2020/1/5,1.0007286199776306,0.0007283546629626174,2020,1,1.00182745230161
116,7431.6,7444.14,7445.0,7426.0,629.21,2020-01-05 20:00:00,2020/1/5,0.9983154534976505,-0.0016859669462354473,2020,1,1.00182745230161
117,7368.52,7431.6,7431.6,7361.01,1972.01,2020-01-05 21:00:00,2020/1/5,0.9915119220625438,-0.008524306825748486,2020,1,1.00182745230161
118,7355.73,7368.52,7385.65,7318.0,1868.77,2020-01-05 22:00:00,2020/1/5,0.9982642375945237,-0.0017372705865224642,2020,1,1.00182745230161
119,7358.75,7355.73,7363.35,7321.0,1288.16,2020-01-05 23:00:00,2020/1/5,1.0004105642811796,0.00041048002272664344,2020,1,1.00182745230161
120,7378.75,7358.75,7384.72,7346.76,1287.08,2020-01-06 00:00:00,2020/1/6,1.002717852896212,0.002714166212427973,2020,2,1.00300923303945
121,7423.5,7378.75,7426.82,7368.55,1512.63,2020-01-06 01:00:00,2020/1/6,1.0060647128578688,0.006046396505151245,2020,2,1.00300923303945
122,7551.44,7423.5,7562.0,7421.64,5229.8,2020-01-06 02:00:00,2020/1/6,1.0172344581396915,0.017087629473477573,2020,2,1.00300923303945
123,7540.9,7551.44,7580.0,7486.85,4312.32,2020-01-06 03:00:00,2020/1/6,0.9986042397211657,-0.0013967352595440755,2020,2,1.00300923303945
124,7529.52,7540.9,7554.61,7516.06,1466.67,2020-01-06 04:00:00,2020/1/6,0.9984908963121114,-0.0015102435317650537,2020,2,1.00300923303945
125,7532.85,7529.52,7541.55,7496.0,1339.69,2020-01-06 05:00:00,2020/1/6,1.000442259267523,0.00044216149971795446,2020,2,1.00300923303945
126,7520.0,7532.85,7537.53,7510.99,823.13,2020-01-06 06:00:00,2020/1/6,0.9982941383407342,-0.0017073182980512655,2020,2,1.00300923303945
127,7507.91,7520.0,7527.27,7505.57,851.95,2020-01-06 07:00:00,2020/1/6,0.9983922872340425,-0.001609006522972132,2020,2,1.00300923303945
128,7547.55,7507.91,7551.68,7507.39,1581.66,2020-01-06 08:00:00,2020/1/6,1.005279764941242,0.005265875848306037,2020,2,1.00300923303945
129,7550.78,7547.55,7553.0,7516.51,1931.39,2020-01-06 09:00:00,2020/1/6,1.0004279534418452,0.00042786189588835474,2020,2,1.00300923303945
130,7561.22,7550.78,7576.68,7535.64,1712.99,2020-01-06 10:00:00,2020/1/6,1.0013826386148186,0.001381683650194945,2020,2,1.00300923303945
131,7544.72,7561.22,7582.27,7526.88,1966.7,2020-01-06 11:00:00,2020/1/6,0.9978178124694164,-0.002184571971289013,2020,2,1.00300923303945
132,7557.42,7544.72,7566.24,7535.0,1386.77,2020-01-06 12:00:00,2020/1/6,1.0016832963980107,0.0016818812424904612,2020,2,1.00300923303945
133,7528.64,7557.42,7622.0,7465.44,3212.7,2020-01-06 13:00:00,2020/1/6,0.9961918220768463,-0.0038154474944503657,2020,2,1.00300923303945
134,7547.93,7528.64,7558.45,7505.02,2191.48,2020-01-06 14:00:00,2020/1/6,1.0025622157521146,0.002558938873520836,2020,2,1.00300923303945
135,7519.99,7547.93,7553.28,7516.34,1494.07,2020-01-06 15:00:00,2020/1/6,0.9962983228514307,-0.003708545309807777,2020,2,1.00300923303945
136,7529.24,7519.99,7546.08,7509.43,1482.67,2020-01-06 16:00:00,2020/1/6,1.0012300548272006,0.0012292989295618578,2020,2,1.00300923303945
137,7558.48,7529.24,7561.0,7526.91,1016.8,2020-01-06 17:00:00,2020/1/6,1.003883526092939,0.0038760046722817205,2020,2,1.00300923303945
138,7533.0,7558.48,7560.0,7525.96,858.22,2020-01-06 18:00:00,2020/1/6,0.9966289518527536,-0.0033767429319159323,2020,2,1.00300923303945
139,7539.9,7533.0,7551.71,7524.0,817.8,2020-01-06 19:00:00,2020/1/6,1.000915969733174,0.000915550488888456,2020,2,1.00300923303945
140,7551.25,7539.9,7557.99,7534.9,895.99,2020-01-06 20:00:00,2020/1/6,1.0015053250043104,0.0015041931383678363,2020,2,1.00300923303945
141,7578.42,7551.25,7608.0,7547.56,1933.63,2020-01-06 21:00:00,2020/1/6,1.0035980797881145,0.0035916221843804237,2020,2,1.00300923303945
142,7712.63,7578.42,7752.0,7574.39,5747.01,2020-01-06 22:00:00,2020/1/6,1.0177094961746644,0.017554510187901946,2020,2,1.00300923303945
143,7758.0,7712.63,7795.34,7690.7,4644.82,2020-01-06 23:00:00,2020/1/6,1.0058825588677274,0.0058653241746791885,2020,2,1.00300923303945
144,7888.42,7758.0,8000.0,7758.0,11181.48,2020-01-07 00:00:00,2020/1/7,1.0168110337715905,0.016671292301176355,2020,2,1.00872789618193
145,7905.67,7888.42,7919.99,7866.01,3443.49,2020-01-07 01:00:00,2020/1/7,1.0021867496913197,0.00218436223409419,2020,2,1.00872789618193
146,7896.2,7905.67,7940.0,7892.32,2448.29,2020-01-07 02:00:00,2020/1/7,0.9988021255630453,-0.0011985924619979309,2020,2,1.00872789618193
147,7894.9,7896.2,7916.94,7885.75,1651.46,2020-01-07 03:00:00,2020/1/7,0.9998353638459005,-0.00016464970811874436,2020,2,1.00872789618193
148,7840.83,7894.9,7905.5,7821.0,2902.06,2020-01-07 04:00:00,2020/1/7,0.9931512748736526,-0.0068722852772261644,2020,2,1.00872789618193
149,7869.33,7840.83,7882.56,7826.63,1605.33,2020-01-07 05:00:00,2020/1/7,1.0036348192729596,0.0036282292815103573,2020,2,1.00872789618193
150,7872.91,7869.33,7876.0,7851.26,966.29,2020-01-07 06:00:00,2020/1/7,1.000454930724725,0.00045482727511662055,2020,2,1.00872789618193
151,7883.37,7872.91,7896.72,7857.53,1581.18,2020-01-07 07:00:00,2020/1/7,1.0013286065762215,0.0013277247594762156,2020,2,1.00872789618193
152,7883.97,7883.37,7904.72,7868.0,1941.43,2020-01-07 08:00:00,2020/1/7,1.000076109582577,7.610668638964832e-05,2020,2,1.00872789618193
153,7856.26,7883.97,7886.17,7855.0,1213.8,2020-01-07 09:00:00,2020/1/7,0.9964852732823691,-0.0035209178806683873,2020,2,1.00872789618193
154,7889.24,7856.26,7889.78,7856.15,1092.87,2020-01-07 10:00:00,2020/1/7,1.004197926239712,0.004189139529412899,2020,2,1.00872789618193
155,7895.14,7889.24,7965.0,7881.69,3813.14,2020-01-07 11:00:00,2020/1/7,1.0007478540391723,0.0007475745356835653,2020,2,1.00872789618193
156,7869.05,7895.14,7915.77,7840.0,2881.16,2020-01-07 12:00:00,2020/1/7,0.9966954354197646,-0.0033100367124364,2020,2,1.00872789618193
157,7847.99,7869.05,7869.05,7810.73,2663.73,2020-01-07 13:00:00,2020/1/7,0.9973236921864773,-0.0026798955279274507,2020,2,1.00872789618193
158,7838.8,7847.99,7884.59,7837.26,2211.25,2020-01-07 14:00:00,2020/1/7,0.9988289995272676,-0.0011716866294982473,2020,2,1.00872789618193
159,7764.59,7838.8,7847.99,7740.29,4660.54,2020-01-07 15:00:00,2020/1/7,0.990532989743328,-0.009512107246399136,2020,2,1.00872789618193
160,7912.18,7764.59,7940.12,7723.71,5747.62,2020-01-07 16:00:00,2020/1/7,1.0190080867115971,0.0188296901380456,2020,2,1.00872789618193
161,7938.33,7912.18,7952.05,7878.01,2996.85,2020-01-07 17:00:00,2020/1/7,1.003305030977556,0.003299581366794994,2020,2,1.00872789618193
162,8037.69,7938.33,8137.0,7919.22,8224.11,2020-01-07 18:00:00,2020/1/7,1.0125164864650373,0.012438802794423649,2020,2,1.00872789618193
163,8073.69,8037.69,8111.45,8032.39,3773.02,2020-01-07 19:00:00,2020/1/7,1.0044788987880846,0.00446889837036154,2020,2,1.00872789618193
164,8162.66,8073.69,8175.01,8041.28,4060.92,2020-01-07 20:00:00,2020/1/7,1.0110197443795836,0.01095946940211941,2020,2,1.00872789618193
165,8016.44,8162.66,8188.0,7975.74,4423.05,2020-01-07 21:00:00,2020/1/7,0.9820867217304163,-0.01807566319245131,2020,2,1.00872789618193
166,8049.55,8016.44,8067.06,7945.72,2751.77,2020-01-07 22:00:00,2020/1/7,1.0041302623109511,0.004121756191199307,2020,2,1.00872789618193
167,8145.28,8049.55,8207.68,8020.7,3560.08,2020-01-07 23:00:00,2020/1/7,1.0118925902690212,0.011822429134634497,2020,2,1.00872789618193
168,8431.82,8145.28,8455.0,8142.0,11041.87,2020-01-08 00:00:00,2020/1/8,1.0351786556140488,0.03457402594108325,2020,2,1.0112905605982199
169,8370.92,8431.82,8448.14,8328.89,7355.82,2020-01-08 01:00:00,2020/1/8,0.9927773600480087,-0.007248849493570393,2020,2,1.0112905605982199
170,8278.59,8370.92,8422.0,8256.74,4048.91,2020-01-08 02:00:00,2020/1/8,0.988970149039771,-0.01109113078787129,2020,2,1.0112905605982199
171,8300.34,8278.59,8344.0,8244.93,3947.38,2020-01-08 03:00:00,2020/1/8,1.0026272589897556,0.002623813777845965,2020,2,1.0112905605982199
172,8344.63,8300.34,8355.87,8288.0,2374.55,2020-01-08 04:00:00,2020/1/8,1.005335925998212,0.005321740384962869,2020,2,1.0112905605982199
173,8334.77,8344.63,8377.0,8307.85,2376.44,2020-01-08 05:00:00,2020/1/8,0.9988184017745546,-0.001182296863022083,2020,2,1.0112905605982199
174,8339.13,8334.77,8367.61,8319.0,1562.87,2020-01-08 06:00:00,2020/1/8,1.0005231098158676,0.0005229730416243873,2020,2,1.0112905605982199
175,8297.26,8339.13,8347.99,8277.21,2539.82,2020-01-08 07:00:00,2020/1/8,0.994979092543227,-0.005033554563680181,2020,2,1.0112905605982199
